condition,scope,auprc,recall,recall_at_50,recall_at_100,macro_f1,precision,roc_auc,ece,brier,n,n_pos,pos_rate,repeat_seed,best_epoch,val_auprc_weak,n_supervised,seed,annotation_source,is_fixture
A2_feedback_langsung,entity,0.7126152343686628,0.9444444444444444,0.5925925925925926,0.7777777777777778,0.5280533396131994,0.19029850746268656,0.9165091367359798,0.3614407770854283,0.30726507636714284,583.0,54.0,0.09262435677530018,42,152,0.9099032610088879,104,42,D:\Personal\satpam\data\synthetic\seed_42\human_annotations_majority.csv,False
A2_feedback_langsung,all,0.6366196878563625,0.9444444444444444,0.5185185185185185,0.6481481481481481,0.504655770643994,0.1536144578313253,0.90764687100894,0.4067416854278053,0.3293385515145597,750.0,54.0,0.072,42,152,0.9099032610088879,104,42,D:\Personal\satpam\data\synthetic\seed_42\human_annotations_majority.csv,False
A2_feedback_langsung,entity,0.6678250789408288,0.9259259259259259,0.5370370370370371,0.7037037037037037,0.5151775954795859,0.18181818181818182,0.8952951060701533,0.38092601616068356,0.3221674071595362,583.0,54.0,0.09262435677530018,43,92,0.911391204897716,104,42,D:\Personal\satpam\data\synthetic\seed_42\human_annotations_majority.csv,False
A2_feedback_langsung,all,0.6012710504630941,0.9259259259259259,0.5,0.6111111111111112,0.5002681487982058,0.15015015015015015,0.8870796083439761,0.40942156858125234,0.3283223845147542,750.0,54.0,0.072,43,92,0.911391204897716,104,42,D:\Personal\satpam\data\synthetic\seed_42\human_annotations_majority.csv,False
A2_feedback_langsung,entity,0.6362255464955482,0.9444444444444444,0.5185185185185185,0.6296296296296297,0.5505937843448528,0.204,0.8942799131835049,0.34446711645149214,0.2789731142534638,583.0,54.0,0.09262435677530018,44,80,0.9118070333620314,104,42,D:\Personal\satpam\data\synthetic\seed_42\human_annotations_majority.csv,False
A2_feedback_langsung,all,0.5535545422598975,0.9444444444444444,0.48148148148148145,0.5925925925925926,0.5331816224860078,0.16943521594684385,0.88276926351639,0.38751763541404705,0.2976726649185163,750.0,54.0,0.072,44,80,0.9118070333620314,104,42,D:\Personal\satpam\data\synthetic\seed_42\human_annotations_majority.csv,False
A2_feedback_langsung,entity,0.6442967138031804,0.9074074074074074,0.5,0.6481481481481481,0.5206953123559881,0.18352059925093633,0.8920744941538893,0.36900320739488723,0.3081627767850333,583.0,54.0,0.09262435677530018,45,90,0.9166665044960279,104,42,D:\Personal\satpam\data\synthetic\seed_42\human_annotations_majority.csv,False
A2_feedback_langsung,all,0.5915334722372574,0.9074074074074074,0.5,0.5925925925925926,0.5084583163153845,0.153125,0.8874787143465305,0.3867583939501783,0.3076926940458832,750.0,54.0,0.072,45,90,0.9166665044960279,104,42,D:\Personal\satpam\data\synthetic\seed_42\human_annotations_majority.csv,False
A2_feedback_langsung,entity,0.6993977903704982,0.9814814814814815,0.5555555555555556,0.7407407407407407,0.549262895574371,0.2054263565891473,0.9231954071273542,0.3543368784738621,0.281646517315205,583.0,54.0,0.09262435677530018,46,98,0.9080604473725533,104,42,D:\Personal\satpam\data\synthetic\seed_42\human_annotations_majority.csv,False
A2_feedback_langsung,all,0.6080237782719434,0.9814814814814815,0.5185185185185185,0.6666666666666666,0.5320480575762266,0.17096774193548386,0.913181140911026,0.38324790738068987,0.2925740835845449,750.0,54.0,0.072,46,98,0.9080604473725533,104,42,D:\Personal\satpam\data\synthetic\seed_42\human_annotations_majority.csv,False
A3_feedback_propagasi,entity,0.6557743520524658,0.9444444444444444,0.5925925925925926,0.6851851851851852,0.5034917390563788,0.17708333333333334,0.8918644542463068,0.39058747190724413,0.31175955061163374,583.0,54.0,0.09262435677530018,42,82,0.9009035624714339,323,42,D:\Personal\satpam\data\synthetic\seed_42\human_annotations_majority.csv,False
A3_feedback_propagasi,all,0.6161325448165691,0.9444444444444444,0.5185185185185185,0.6481481481481481,0.46090335114133074,0.13385826771653545,0.8863346104725416,0.441341202206347,0.3364872264280261,750.0,54.0,0.072,42,82,0.9009035624714339,323,42,D:\Personal\satpam\data\synthetic\seed_42\human_annotations_majority.csv,False
A3_feedback_propagasi,entity,0.6501639126476082,0.8888888888888888,0.5185185185185185,0.6481481481481481,0.5347697218422253,0.19047619047619047,0.8921795141076805,0.35403763124057736,0.2982154749079232,583.0,54.0,0.09262435677530018,43,103,0.9107972196986858,323,42,D:\Personal\satpam\data\synthetic\seed_42\human_annotations_majority.csv,False
A3_feedback_propagasi,all,0.5950563624181149,0.8888888888888888,0.5,0.5925925925925926,0.5221108309244111,0.15946843853820597,0.8904054916985951,0.37209585370232523,0.2974914340117081,750.0,54.0,0.072,43,103,0.9107972196986858,323,42,D:\Personal\satpam\data\synthetic\seed_42\human_annotations_majority.csv,False
A3_feedback_propagasi,entity,0.6089980016685539,0.9259259259259259,0.5370370370370371,0.6481481481481481,0.529931297908469,0.19011406844106463,0.8797171462577891,0.3722935479194126,0.30816153286489756,583.0,54.0,0.09262435677530018,44,98,0.9159081805899906,323,42,D:\Personal\satpam\data\synthetic\seed_42\human_annotations_majority.csv,False
A3_feedback_propagasi,all,0.552814785699816,0.9259259259259259,0.5,0.5925925925925926,0.5184110088477698,0.1597444089456869,0.8821306939123031,0.39518399407384763,0.30901066910815767,750.0,54.0,0.072,44,98,0.9159081805899906,323,42,D:\Personal\satpam\data\synthetic\seed_42\human_annotations_majority.csv,False
A3_feedback_propagasi,entity,0.6906126651053004,0.8888888888888888,0.5925925925925926,0.7407407407407407,0.5323010323010323,0.1889763779527559,0.9041867954911433,0.35106141841830607,0.28019381731213555,583.0,54.0,0.09262435677530018,45,67,0.9032397470207849,323,42,D:\Personal\satpam\data\synthetic\seed_42\human_annotations_majority.csv,False
A3_feedback_propagasi,all,0.6467701377727815,0.8888888888888888,0.5370370370370371,0.6481481481481481,0.5193671790155465,0.15789473684210525,0.9001436781609196,0.37544509901277096,0.2848875881267439,750.0,54.0,0.072,45,67,0.9032397470207849,323,42,D:\Personal\satpam\data\synthetic\seed_42\human_annotations_majority.csv,False
A3_feedback_propagasi,entity,0.6310911224430125,0.9259259259259259,0.5555555555555556,0.6666666666666666,0.5324081845820976,0.19157088122605365,0.8986207379402087,0.36164586313846026,0.28923666420756333,583.0,54.0,0.09262435677530018,46,82,0.9087573917596478,323,42,D:\Personal\satpam\data\synthetic\seed_42\human_annotations_majority.csv,False
A3_feedback_propagasi,all,0.5587309031529913,0.9259259259259259,0.48148148148148145,0.6111111111111112,0.5184110088477698,0.1597444089456869,0.8934520008514262,0.3901536368040058,0.2972890719989351,750.0,54.0,0.072,46,82,0.9087573917596478,323,42,D:\Personal\satpam\data\synthetic\seed_42\human_annotations_majority.csv,False
